"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 14:27:42 ICT 2019","Thu Nov 07 14:27:47 ICT 2019","5710","","Searching destination","","Searching destination","verify that can search the destination","verify that can search the destination",""
